,price,area_house,area_land,type,house_material,num_of_floors
3574,6100000,168.0,6.0,индивидуальное жилищное строительство,блок,2
3575,2000000,71.0,2.0,индивидуальное жилищное строительство,кирпич,1
3576,250000,62.0,30.0,индивидуальное жилищное строительство,дерево,1
3577,200000,37.0,6.0,индивидуальное жилищное строительство,дерево,1
3578,3280000,32.0,9.0,индивидуальное жилищное строительство,дерево,1
3579,2900000,95.0,1.0,индивидуальное жилищное строительство,кирпич,1
3580,16300000,180.0,6.0,индивидуальное жилищное строительство,кирпич,1
3581,3000000,50.0,12.0,индивидуальное жилищное строительство,дерево,2
3582,950000,127.0,11.0,индивидуальное жилищное строительство,дерево,2
3583,2300000,92.0,5.0,индивидуальное жилищное строительство,дерево,2
3584,1200000,30.0,9.0,индивидуальное жилищное строительство,дерево,1
3585,1550000,20.0,17.0,индивидуальное жилищное строительство,дерево,1
3586,6200000,168.0,16.0,индивидуальное жилищное строительство,блок,2
3587,26000000,449.0,11.0,индивидуальное жилищное строительство,монолит,2
3588,11800000,123.0,9.0,индивидуальное жилищное строительство,кирпич,2
3589,6500000,99.0,8.0,индивидуальное жилищное строительство,блок,1
3590,14000000,214.0,8.0,индивидуальное жилищное строительство,блок,3
3591,6350000,127.0,15.0,индивидуальное жилищное строительство,блок,1
3592,3165000,48.0,5.0,индивидуальное жилищное строительство,дерево,1
3593,6500000,135.0,7.0,индивидуальное жилищное строительство,блок,1
3594,500000,54.0,15.0,садоводство,дерево,1
3595,2700000,65.0,6.0,индивидуальное жилищное строительство,блок,1
3596,4850000,100.0,6.0,индивидуальное жилищное строительство,блок,2
3597,25000000,258.0,9.0,индивидуальное жилищное строительство,блок,2
3598,2500000,36.0,6.0,индивидуальное жилищное строительство,дерево,1
3599,13900000,570.0,20.0,индивидуальное жилищное строительство,кирпич,2
3600,2500000,50.0,13.0,индивидуальное жилищное строительство,кирпич,1
3601,5500000,114.0,5.0,садоводство,блок,1
3602,5500000,81.0,18.0,индивидуальное жилищное строительство,дерево,1
3603,5480000,117.0,12.0,индивидуальное жилищное строительство,блок,2
3604,10999000,343.0,11.0,индивидуальное жилищное строительство,кирпич,3
3605,2800000,72.0,17.0,индивидуальное жилищное строительство,блок,1
3606,9450000,197.0,22.0,индивидуальное жилищное строительство,кирпич,1
3607,4350000,91.0,13.0,индивидуальное жилищное строительство,дерево,1
3608,3800000,29.0,13.0,индивидуальное жилищное строительство,дерево,1
3609,6800000,115.0,7.0,индивидуальное жилищное строительство,блок,1
3610,2700000,152.0,6.0,индивидуальное жилищное строительство,дерево,1
3611,35000000,384.0,15.0,садоводство,кирпич,2
3612,1300000,40.0,8.0,индивидуальное жилищное строительство,дерево,1
3613,1650000,148.0,5.0,индивидуальное жилищное строительство,дерево,2
3614,750000,69.0,677.0,индивидуальное жилищное строительство,дерево,1
3615,930000,15.0,5.0,индивидуальное жилищное строительство,дерево,1
3616,2650000,60.0,12.0,индивидуальное жилищное строительство,дерево,1
3617,2600000,55.0,5.0,садоводство,блок,1
3618,23320000,280.0,10.0,индивидуальное жилищное строительство,блок,2
3619,599000,30.0,10.0,садоводство,дерево,2
3620,2750000,87.0,4.0,садоводство,дерево,2
3621,3800000,60.0,5.0,садоводство,блок,1
3622,300000,42.0,22.0,индивидуальное жилищное строительство,дерево,1
3623,9800000,118.0,6.0,индивидуальное жилищное строительство,дерево,2
3624,9100000,240.0,15.0,индивидуальное жилищное строительство,блок,2
3625,650000,35.0,16.0,индивидуальное жилищное строительство,дерево,1
3626,399000,15.0,15.0,индивидуальное жилищное строительство,дерево,1
3627,13000000,157.0,17.0,индивидуальное жилищное строительство,блок,1
3628,670000,35.0,25.0,индивидуальное жилищное строительство,дерево,1
3629,14900000,132.0,9.0,индивидуальное жилищное строительство,блок,1
3630,3065000,100.0,9.0,индивидуальное жилищное строительство,блок,2
3631,4899000,60.0,7.0,индивидуальное жилищное строительство,блок,1
3632,1900000,57.0,12.0,индивидуальное жилищное строительство,дерево,1
3633,300000,51.0,10.0,садоводство,блок,2
3634,450000,50.0,10.0,садоводство,дерево,1
3635,14800000,47.0,8.0,индивидуальное жилищное строительство,кирпич,1
3636,19900000,480.0,11.0,индивидуальное жилищное строительство,блок,3
3637,9500000,120.0,10.0,индивидуальное жилищное строительство,блок,1
3638,590000,18.0,6.0,садоводство,дерево,2
3639,550000,18.0,7.0,индивидуальное жилищное строительство,дерево,1
3640,1350000,62.0,12.0,индивидуальное жилищное строительство,дерево,1
3641,4900000,80.0,4.0,индивидуальное жилищное строительство,блок,1
3642,5500000,88.0,8.0,индивидуальное жилищное строительство,блок,1
3643,4500000,58.0,10.0,индивидуальное жилищное строительство,дерево,1
3644,5900000,456.0,9.0,индивидуальное жилищное строительство,блок,3
3645,2800000,36.0,4.0,индивидуальное жилищное строительство,блок,1
3646,8200000,213.0,14.0,индивидуальное жилищное строительство,кирпич,2
3647,6850000,113.0,8.0,индивидуальное жилищное строительство,блок,1
3648,3750000,80.0,24.0,индивидуальное жилищное строительство,кирпич,1
3649,6100000,168.0,6.0,индивидуальное жилищное строительство,блок,2
3650,2000000,71.0,2.0,индивидуальное жилищное строительство,кирпич,1
3651,800000,26.0,19.0,садоводство,дерево,1
3652,1500000,55.0,6.0,индивидуальное жилищное строительство,дерево,1
3653,4680000,107.0,5.0,индивидуальное жилищное строительство,блок,1
3654,1700000,73.0,7.0,индивидуальное жилищное строительство,дерево,2
3655,550000,100.0,16.0,индивидуальное жилищное строительство,дерево,1
3656,630000,20.0,5.0,индивидуальное жилищное строительство,дерево,1
3657,250000,10.0,7.0,индивидуальное жилищное строительство,дерево,1
3658,750000,45.0,20.0,индивидуальное жилищное строительство,дерево,1
3659,4000000,108.0,15.0,индивидуальное жилищное строительство,блок,1
3660,750000,37.0,15.0,индивидуальное жилищное строительство,дерево,1
3661,2000000,41.0,17.0,индивидуальное жилищное строительство,дерево,1
3662,10000000,196.0,12.0,индивидуальное жилищное строительство,кирпич,1
3663,8200000,127.0,7.0,индивидуальное жилищное строительство,блок,2
3664,3900000,130.0,8.0,индивидуальное жилищное строительство,дерево,2
3665,300000,53.0,5.0,садоводство,дерево,2
3666,3650000,46.0,6.0,индивидуальное жилищное строительство,дерево,1
3667,1250000,43.0,18.0,индивидуальное жилищное строительство,дерево,1
3668,750000,51.0,6.0,индивидуальное жилищное строительство,дерево,2
3669,847000,60.0,13.0,индивидуальное жилищное строительство,дерево,2
3670,2000000,48.0,8.0,индивидуальное жилищное строительство,дерево,1
3671,9100000,234.0,9.0,садоводство,дерево,2
3672,5700000,135.0,5.0,индивидуальное жилищное строительство,кирпич,1
3673,990000,66.0,9.0,садоводство,блок,2
3674,1750000,51.0,7.0,индивидуальное жилищное строительство,дерево,1
3675,400000,36.0,5.0,индивидуальное жилищное строительство,дерево,1
3676,990000,40.0,5.0,индивидуальное жилищное строительство,дерево,2
3677,1850000,35.0,10.0,индивидуальное жилищное строительство,дерево,1
3678,2200000,42.0,10.0,индивидуальное жилищное строительство,дерево,1
3679,420000,18.0,14.0,индивидуальное жилищное строительство,дерево,1
3680,4080000,102.0,6.0,индивидуальное жилищное строительство,кирпич,1
3681,18000000,453.0,34.0,индивидуальное жилищное строительство,кирпич,2
3682,4500000,100.0,36.0,индивидуальное жилищное строительство,дерево,1
3683,400000,35.0,20.0,садоводство,дерево,1
3684,950000,17.0,8.0,индивидуальное жилищное строительство,дерево,1
3685,450000,29.0,25.0,индивидуальное жилищное строительство,дерево,1
3686,1990000,72.0,12.0,индивидуальное жилищное строительство,дерево,2
3687,6500000,141.0,14.0,индивидуальное жилищное строительство,блок,2
3688,430000,35.0,23.0,индивидуальное жилищное строительство,дерево,1
3689,542000,48.0,5.0,индивидуальное жилищное строительство,дерево,1
3690,1290000,42.0,18.0,индивидуальное жилищное строительство,дерево,1
3691,7470000,105.0,9.0,индивидуальное жилищное строительство,дерево,1
3692,2950000,40.0,5.0,индивидуальное жилищное строительство,дерево,1
3693,5100001,105.0,49.0,индивидуальное жилищное строительство,блок,1
3694,1500000,75.0,4.0,садоводство,дерево,2
3695,15200000,172.0,14.0,индивидуальное жилищное строительство,дерево,2
3696,8200000,123.0,14.0,индивидуальное жилищное строительство,блок,1
3697,6150000,150.0,10.0,индивидуальное жилищное строительство,блок,1
3698,6300000,150.0,10.0,индивидуальное жилищное строительство,блок,2
3699,2500000,75.0,5.0,садоводство,дерево,2
3700,6800000,300.0,14.0,индивидуальное жилищное строительство,дерево,3
3701,3600000,113.0,14.0,индивидуальное жилищное строительство,блок,2
3702,14000000,120.0,12.0,индивидуальное жилищное строительство,блок,1
3703,7800000,226.0,10.0,садоводство,блок,3
3704,1040000,38.0,7.0,индивидуальное жилищное строительство,дерево,1
3705,2000000,38.0,16.0,индивидуальное жилищное строительство,дерево,1
3706,4500000,80.0,11.0,индивидуальное жилищное строительство,блок,1
3707,1300000,95.0,2.0,индивидуальное жилищное строительство,кирпич,2
3708,1100000,12.0,10.0,индивидуальное жилищное строительство,дерево,1
3709,500000,30.0,5.0,индивидуальное жилищное строительство,дерево,2
3710,3460000,60.0,6.0,индивидуальное жилищное строительство,кирпич,1
3711,910000,29.0,15.0,индивидуальное жилищное строительство,дерево,1
3712,520000,31.0,9.0,индивидуальное жилищное строительство,дерево,1
3713,4200000,180.0,5.0,индивидуальное жилищное строительство,кирпич,2
3714,7800000,120.0,6.0,индивидуальное жилищное строительство,блок,1
3715,2000000,64.0,411.0,индивидуальное жилищное строительство,блок,1
3716,950000,38.0,6.0,индивидуальное жилищное строительство,дерево,1
3717,1380000,30.0,12.0,индивидуальное жилищное строительство,дерево,1
3718,1190000,52.0,15.0,индивидуальное жилищное строительство,дерево,1
3719,13900000,160.0,22.0,индивидуальное жилищное строительство,дерево,2
3720,5900000,133.0,10.0,индивидуальное жилищное строительство,блок,1
3721,5500000,75.0,7.0,индивидуальное жилищное строительство,блок,1
3722,670000,35.0,25.0,индивидуальное жилищное строительство,дерево,1
3723,13000000,157.0,17.0,индивидуальное жилищное строительство,блок,1
3724,980000,15.0,7.0,садоводство,дерево,1
3725,385000,29.0,5.0,индивидуальное жилищное строительство,дерево,1
3726,7940000,110.0,7.0,садоводство,блок,2
3727,1790000,93.0,5.0,индивидуальное жилищное строительство,дерево,2
3728,4990000,120.0,7.0,индивидуальное жилищное строительство,блок,1
3729,650000,35.0,16.0,индивидуальное жилищное строительство,дерево,1
3730,399000,15.0,15.0,индивидуальное жилищное строительство,дерево,1
3731,280000,30.0,19.0,индивидуальное жилищное строительство,дерево,1
3732,5300000,100.0,7.0,садоводство,блок,2
3733,7800000,97.0,12.0,индивидуальное жилищное строительство,блок,1
3734,7290000,80.0,7.0,индивидуальное жилищное строительство,блок,1
3735,2500000,48.0,18.0,индивидуальное жилищное строительство,дерево,1
3736,6250000,111.0,9.0,индивидуальное жилищное строительство,дерево,2
3737,7400000,165.0,10.0,индивидуальное жилищное строительство,блок,2
3738,5750000,101.0,24.0,индивидуальное жилищное строительство,блок,1
3739,13850000,140.0,30.0,индивидуальное жилищное строительство,дерево,2
3740,5250000,127.0,7.0,индивидуальное жилищное строительство,блок,1
3741,2750000,87.0,4.0,садоводство,дерево,2
3742,7300000,136.0,7.0,индивидуальное жилищное строительство,блок,1
3743,3065000,100.0,9.0,индивидуальное жилищное строительство,блок,2
3744,2700000,220.0,8.0,индивидуальное жилищное строительство,блок,2
3745,900000,60.0,15.0,индивидуальное жилищное строительство,дерево,1
3746,1380000,35.0,10.0,индивидуальное жилищное строительство,дерево,1
3747,2600000,50.0,21.0,индивидуальное жилищное строительство,дерево,1
3748,3900000,99.0,10.0,индивидуальное жилищное строительство,блок,1
3749,5500000,93.0,6.0,индивидуальное жилищное строительство,блок,1
3750,6000000,100.0,16.0,индивидуальное жилищное строительство,дерево,1
3751,4899000,60.0,7.0,индивидуальное жилищное строительство,блок,1
3752,700000,64.0,8.0,садоводство,дерево,2
3753,6200000,101.0,8.0,садоводство,блок,1
3754,2100000,50.0,21.0,индивидуальное жилищное строительство,дерево,1
3755,16000000,356.0,11.0,индивидуальное жилищное строительство,кирпич,2
3756,25900000,229.0,32.0,индивидуальное жилищное строительство,кирпич,3
3757,4200000,114.0,9.0,индивидуальное жилищное строительство,блок,1
3758,10500000,245.0,11.0,индивидуальное жилищное строительство,блок,2
3759,4200000,123.0,10.0,индивидуальное жилищное строительство,дерево,1
3760,6600000,164.0,9.0,индивидуальное жилищное строительство,блок,2
3761,2050000,72.0,12.0,индивидуальное жилищное строительство,блок,1
3762,6150000,150.0,10.0,индивидуальное жилищное строительство,блок,1
3763,6300000,150.0,10.0,индивидуальное жилищное строительство,блок,2
3764,1650000,36.0,5.0,садоводство,дерево,2
3765,15200000,172.0,14.0,индивидуальное жилищное строительство,дерево,2
3766,2550000,30.0,10.0,индивидуальное жилищное строительство,дерево,1
3767,4999999,180.0,12.0,индивидуальное жилищное строительство,блок,2
3768,1300000,30.0,14.0,индивидуальное жилищное строительство,дерево,1
3769,22500000,230.0,15.0,индивидуальное жилищное строительство,кирпич,2
3770,2490000,83.0,9.0,индивидуальное жилищное строительство,блок,2
3771,7550000,145.0,8.0,индивидуальное жилищное строительство,блок,2
3772,900000,40.0,13.0,индивидуальное жилищное строительство,дерево,1
3773,17000000,354.0,24.0,индивидуальное жилищное строительство,кирпич,2
3774,1600000,40.0,33.0,индивидуальное жилищное строительство,дерево,1
3775,12000000,418.0,10.0,индивидуальное жилищное строительство,блок,3
3776,4050000,83.0,8.0,индивидуальное жилищное строительство,блок,1
3777,8500000,120.0,6.0,индивидуальное жилищное строительство,блок,2
3778,10500000,135.0,10.0,индивидуальное жилищное строительство,блок,1
3779,990000,33.0,10.0,индивидуальное жилищное строительство,дерево,1
3780,6600000,337.0,17.0,индивидуальное жилищное строительство,блок,2
3781,6500000,117.0,5.0,индивидуальное жилищное строительство,блок,1
3782,600000,33.0,13.0,индивидуальное жилищное строительство,дерево,1
3783,6400000,80.0,5.0,индивидуальное жилищное строительство,блок,1
3784,999000,26.0,33.0,индивидуальное жилищное строительство,дерево,1
3785,2300000,60.0,9.0,индивидуальное жилищное строительство,монолит,1
3786,4700000,34.0,6.0,индивидуальное жилищное строительство,дерево,1
3787,3500000,65.0,3.0,индивидуальное жилищное строительство,блок,1
3788,7500000,125.0,9.0,индивидуальное жилищное строительство,блок,1
3789,6500000,100.0,7.0,индивидуальное жилищное строительство,блок,1
3790,3500000,40.0,8.0,садоводство,дерево,1
3791,6800000,115.0,7.0,индивидуальное жилищное строительство,блок,1
3792,1500000,54.0,26.0,индивидуальное жилищное строительство,дерево,1
3793,3560000,121.0,6.0,индивидуальное жилищное строительство,блок,2
3794,4250000,90.0,5.0,индивидуальное жилищное строительство,дерево,2
3795,850000,57.0,18.0,индивидуальное жилищное строительство,дерево,1
3796,990000,48.0,7.0,садоводство,дерево,2
3797,4600000,50.0,8.0,индивидуальное жилищное строительство,дерево,1
3798,1600000,26.0,12.0,индивидуальное жилищное строительство,дерево,1
3799,1520000,49.0,10.0,садоводство,дерево,2
3800,6500000,135.0,7.0,индивидуальное жилищное строительство,блок,1
3801,3000000,100.0,30.0,садоводство,кирпич,3
3802,4200000,120.0,15.0,индивидуальное жилищное строительство,блок,2
3803,7400000,113.0,6.0,индивидуальное жилищное строительство,дерево,2
3804,300000,69.0,15.0,индивидуальное жилищное строительство,дерево,1
3805,4200000,95.0,11.0,индивидуальное жилищное строительство,блок,1
3806,5000000,75.0,8.0,индивидуальное жилищное строительство,блок,1
3807,5999000,106.0,5.0,индивидуальное жилищное строительство,блок,1
3808,8750000,214.0,17.0,индивидуальное жилищное строительство,блок,3
3809,5500000,100.0,8.0,индивидуальное жилищное строительство,блок,1
3810,1300000,38.0,1628.0,индивидуальное жилищное строительство,дерево,1
3811,12500000,120.0,5.0,индивидуальное жилищное строительство,блок,2
3812,4650000,120.0,7.0,индивидуальное жилищное строительство,кирпич,1
3813,1050000,60.0,9.0,индивидуальное жилищное строительство,дерево,2
3814,12000000,345.0,24.0,индивидуальное жилищное строительство,дерево,3
3815,420000,18.0,12.0,индивидуальное жилищное строительство,дерево,1
3816,2300000,86.0,25.0,индивидуальное жилищное строительство,дерево,1
3817,1500000,72.0,4.0,индивидуальное жилищное строительство,дерево,2
3818,1250000,36.0,15.0,индивидуальное жилищное строительство,блок,1
3819,1940000,76.0,14.0,индивидуальное жилищное строительство,дерево,1
3820,5600000,90.0,8.0,индивидуальное жилищное строительство,блок,1
3821,740000,30.0,12.0,индивидуальное жилищное строительство,дерево,1
3822,3500000,60.0,7.0,садоводство,дерево,1
3823,950000,40.0,12.0,индивидуальное жилищное строительство,дерево,1
3824,2250000,24.0,17.0,индивидуальное жилищное строительство,дерево,1
3825,1600000,40.0,14.0,индивидуальное жилищное строительство,дерево,1
3826,2000000,28.0,23.0,индивидуальное жилищное строительство,дерево,1
3827,3050000,112.0,27.0,индивидуальное жилищное строительство,дерево,2
3828,4999000,390.0,26.0,индивидуальное жилищное строительство,блок,3
3829,4950000,88.0,10.0,индивидуальное жилищное строительство,блок,1
3830,600000,20.0,5.0,садоводство,дерево,1
3831,5400000,70.0,11.0,индивидуальное жилищное строительство,блок,1
3832,460000,30.0,5.0,индивидуальное жилищное строительство,дерево,1
3833,2250000,37.0,838.0,индивидуальное жилищное строительство,блок,1
3834,6300000,99.0,10.0,индивидуальное жилищное строительство,дерево,1
3835,1850000,28.0,13.0,индивидуальное жилищное строительство,дерево,1
3836,870000,27.0,14.0,индивидуальное жилищное строительство,дерево,1
3837,8400000,125.0,8.0,индивидуальное жилищное строительство,кирпич,1
3838,880000,69.0,7.0,индивидуальное жилищное строительство,дерево,2
3839,1000000,28.0,12.0,индивидуальное жилищное строительство,дерево,1
3840,3300000,131.0,9.0,индивидуальное жилищное строительство,блок,2
3841,3750000,60.0,6.0,индивидуальное жилищное строительство,кирпич,1
3842,19900000,193.0,15.0,индивидуальное жилищное строительство,блок,2
3843,6300000,199.0,13.0,индивидуальное жилищное строительство,блок,2
3844,10390000,140.0,12.0,индивидуальное жилищное строительство,блок,1
3845,7900000,180.0,9.0,индивидуальное жилищное строительство,дерево,1
3846,2260000,64.0,6.0,индивидуальное жилищное строительство,дерево,1
3847,5600000,127.0,7.0,индивидуальное жилищное строительство,кирпич,1
3848,860000,35.0,21.0,индивидуальное жилищное строительство,дерево,1
3849,670000,18.0,6.0,садоводство,дерево,1
3850,11120000,106.0,11.0,индивидуальное жилищное строительство,дерево,1
3851,590000,41.0,18.0,индивидуальное жилищное строительство,дерево,1
3852,925000,25.0,2.0,индивидуальное жилищное строительство,дерево,1
3853,1500000,45.0,9.0,индивидуальное жилищное строительство,дерево,1
3854,900000,20.0,14.0,индивидуальное жилищное строительство,дерево,2
3855,3200000,115.0,12.0,индивидуальное жилищное строительство,дерево,2
3856,8550000,138.0,15.0,индивидуальное жилищное строительство,блок,1
3857,16900000,260.0,9.0,индивидуальное жилищное строительство,блок,2
3858,3100000,42.0,8.0,индивидуальное жилищное строительство,блок,1
3859,800000,51.0,9.0,индивидуальное жилищное строительство,дерево,1
3860,18000000,500.0,25.0,индивидуальное жилищное строительство,кирпич,2
3861,6700000,105.0,11.0,индивидуальное жилищное строительство,блок,1
3862,22000000,300.0,15.0,индивидуальное жилищное строительство,кирпич,2
3863,1250000,35.0,11.0,индивидуальное жилищное строительство,дерево,1
3864,6000000,130.0,17.0,индивидуальное жилищное строительство,дерево,2
3865,880000,43.0,4.0,индивидуальное жилищное строительство,дерево,1
3866,2500000,60.0,5.0,индивидуальное жилищное строительство,дерево,2
3867,6550000,105.0,6.0,садоводство,блок,1
3868,1050000,32.0,10.0,индивидуальное жилищное строительство,дерево,1
3869,5400000,85.0,5.0,индивидуальное жилищное строительство,блок,1
3870,9700000,135.0,10.0,индивидуальное жилищное строительство,блок,2
3871,750000,33.0,8.0,индивидуальное жилищное строительство,дерево,1
3872,1350000,62.0,12.0,индивидуальное жилищное строительство,дерево,1
3873,4900000,80.0,4.0,индивидуальное жилищное строительство,блок,1
3874,5500000,88.0,8.0,индивидуальное жилищное строительство,блок,1
3875,4500000,58.0,10.0,индивидуальное жилищное строительство,дерево,1
3876,5900000,456.0,9.0,индивидуальное жилищное строительство,блок,3
3877,2800000,36.0,4.0,индивидуальное жилищное строительство,блок,1
3878,8200000,213.0,14.0,индивидуальное жилищное строительство,кирпич,2
3879,6850000,113.0,8.0,индивидуальное жилищное строительство,блок,1
3880,3750000,80.0,24.0,индивидуальное жилищное строительство,кирпич,1
3881,6100000,168.0,6.0,индивидуальное жилищное строительство,блок,2
3882,2000000,71.0,2.0,индивидуальное жилищное строительство,кирпич,1
3883,250000,62.0,30.0,индивидуальное жилищное строительство,дерево,1
3884,200000,37.0,6.0,индивидуальное жилищное строительство,дерево,1
3885,3280000,32.0,9.0,индивидуальное жилищное строительство,дерево,1
3886,2900000,95.0,1.0,индивидуальное жилищное строительство,кирпич,1
3887,16300000,180.0,6.0,индивидуальное жилищное строительство,кирпич,1
3888,3000000,50.0,12.0,индивидуальное жилищное строительство,дерево,2
3889,950000,127.0,11.0,индивидуальное жилищное строительство,дерево,2
3890,700000,50.0,6.0,индивидуальное жилищное строительство,дерево,2
3891,12200000,130.0,11.0,индивидуальное жилищное строительство,блок,2
3892,4250000,90.0,5.0,индивидуальное жилищное строительство,дерево,2
3893,850000,57.0,18.0,индивидуальное жилищное строительство,дерево,1
3894,990000,48.0,7.0,садоводство,дерево,2
3895,4600000,50.0,8.0,индивидуальное жилищное строительство,дерево,1
3896,1600000,26.0,12.0,индивидуальное жилищное строительство,дерево,1
3897,7500000,120.0,7.0,индивидуальное жилищное строительство,блок,1
3898,1520000,49.0,10.0,садоводство,дерево,2
3899,6500000,135.0,7.0,индивидуальное жилищное строительство,блок,1
3900,3000000,100.0,30.0,садоводство,кирпич,3
3901,4200000,120.0,15.0,индивидуальное жилищное строительство,блок,2
3902,7400000,113.0,6.0,индивидуальное жилищное строительство,дерево,2
3903,300000,69.0,15.0,индивидуальное жилищное строительство,дерево,1
3904,4200000,95.0,11.0,индивидуальное жилищное строительство,блок,1
3905,5000000,75.0,8.0,индивидуальное жилищное строительство,блок,1
3906,5999000,106.0,5.0,индивидуальное жилищное строительство,блок,1
3907,8750000,214.0,17.0,индивидуальное жилищное строительство,блок,3
3908,5500000,100.0,8.0,индивидуальное жилищное строительство,блок,1
3909,1500000,69.0,27.0,индивидуальное жилищное строительство,блок,1
3910,2100000,34.0,5.0,индивидуальное жилищное строительство,дерево,1
3911,14500000,180.0,6.0,индивидуальное жилищное строительство,блок,1
3912,2500000,80.0,21.0,индивидуальное жилищное строительство,дерево,1
3913,24000000,545.0,23.0,индивидуальное жилищное строительство,кирпич,2
3914,6900000,62.0,10.0,индивидуальное жилищное строительство,дерево,1
3915,1500000,73.0,9.0,индивидуальное жилищное строительство,кирпич,1
3916,5990000,90.0,8.0,садоводство,блок,1
3917,7500000,168.0,9.0,индивидуальное жилищное строительство,блок,2
3918,510000,42.0,3.0,индивидуальное жилищное строительство,дерево,1
3919,36000000,121.0,19.0,индивидуальное жилищное строительство,дерево,2
3920,600000,36.0,14.0,индивидуальное жилищное строительство,дерево,1
3921,7950000,133.0,6.0,индивидуальное жилищное строительство,блок,2
3922,5000000,120.0,4.0,индивидуальное жилищное строительство,блок,2
3923,42990000,431.0,10.0,индивидуальное жилищное строительство,кирпич,2
3924,5800000,80.0,15.0,индивидуальное жилищное строительство,дерево,2
3925,6980000,120.0,11.0,индивидуальное жилищное строительство,блок,1
3926,13600000,396.0,12.0,индивидуальное жилищное строительство,кирпич,2
3927,1680000,51.0,3.0,индивидуальное жилищное строительство,блок,1
3928,4900000,105.0,9.0,индивидуальное жилищное строительство,блок,1
3929,5300000,192.0,12.0,индивидуальное жилищное строительство,блок,2
3930,1700000,149.0,5.0,индивидуальное жилищное строительство,блок,1
3931,20500000,130.0,7.0,индивидуальное жилищное строительство,дерево,2
3932,3000000,48.0,13.0,индивидуальное жилищное строительство,дерево,1
3933,5800000,182.0,7.0,индивидуальное жилищное строительство,монолит,3
3934,4490000,110.0,6.0,индивидуальное жилищное строительство,дерево,1
3935,9400000,196.0,5.0,индивидуальное жилищное строительство,кирпич,2
3936,8000000,195.0,13.0,индивидуальное жилищное строительство,блок,2
3937,8900000,98.0,6.0,индивидуальное жилищное строительство,блок,1
3938,13900000,480.0,10.0,индивидуальное жилищное строительство,блок,2
3939,6200000,72.0,9.0,индивидуальное жилищное строительство,дерево,1
3940,2000000,42.0,6.0,индивидуальное жилищное строительство,дерево,1
3941,14700000,170.0,15.0,индивидуальное жилищное строительство,кирпич,2
3942,3429000,95.0,15.0,индивидуальное жилищное строительство,дерево,1
3943,11120000,112.0,11.0,индивидуальное жилищное строительство,дерево,1
3944,1700000,54.0,5.0,индивидуальное жилищное строительство,кирпич,1
3945,920000,50.0,12.0,индивидуальное жилищное строительство,дерево,2
3946,9200000,104.0,6.0,индивидуальное жилищное строительство,блок,1
3947,5800000,92.0,13.0,индивидуальное жилищное строительство,дерево,2
3948,5000000,225.0,25.0,индивидуальное жилищное строительство,блок,2
3949,750000,45.0,15.0,индивидуальное жилищное строительство,дерево,1
3950,2250000,45.0,8.0,индивидуальное жилищное строительство,кирпич,1
3951,3250000,33.0,8.0,индивидуальное жилищное строительство,дерево,1
3952,11480000,90.0,10.0,индивидуальное жилищное строительство,дерево,2
3953,6699000,130.0,20.0,индивидуальное жилищное строительство,блок,2
3954,3297000,50.0,8.0,индивидуальное жилищное строительство,дерево,2
3955,1150000,36.0,15.0,индивидуальное жилищное строительство,дерево,1
3956,12200000,159.0,1195.0,индивидуальное жилищное строительство,блок,2
3957,19000000,212.0,5.0,индивидуальное жилищное строительство,кирпич,2
3958,11500000,180.0,20.0,индивидуальное жилищное строительство,кирпич,2
3959,7800000,96.0,12.0,индивидуальное жилищное строительство,блок,1
3960,42500000,585.0,55.0,индивидуальное жилищное строительство,кирпич,2
3961,6650000,60.0,40.0,индивидуальное жилищное строительство,дерево,1
3962,29950000,229.0,11.0,индивидуальное жилищное строительство,кирпич,2
3963,5600000,100.0,8.0,индивидуальное жилищное строительство,блок,1
3964,1200000,23.0,12.0,индивидуальное жилищное строительство,дерево,1
3965,950000,40.0,12.0,индивидуальное жилищное строительство,дерево,1
3966,1550000,38.0,6.0,индивидуальное жилищное строительство,дерево,1
3967,450000,50.0,10.0,садоводство,дерево,1
3968,4950000,60.0,15.0,индивидуальное жилищное строительство,дерево,1
3969,4700000,65.0,6.0,индивидуальное жилищное строительство,дерево,1
3970,550000,42.0,12.0,индивидуальное жилищное строительство,дерево,1
3971,1000000,20.0,12.0,индивидуальное жилищное строительство,дерево,1
3972,1000000,50.0,9.0,индивидуальное жилищное строительство,дерево,1
3973,950000,23.0,6.0,индивидуальное жилищное строительство,дерево,1
3974,4990000,138.0,12.0,индивидуальное жилищное строительство,блок,2
3975,700000,30.0,6.0,индивидуальное жилищное строительство,дерево,2
3976,800000,51.0,10.0,индивидуальное жилищное строительство,дерево,1
3977,880000,21.0,8.0,индивидуальное жилищное строительство,дерево,1
3978,550000,25.0,5.0,садоводство,дерево,1
3979,360000,75.0,15.0,индивидуальное жилищное строительство,дерево,1
3980,5900000,104.0,7.0,индивидуальное жилищное строительство,блок,1
3981,2000000,108.0,13.0,индивидуальное жилищное строительство,дерево,2
3982,6240000,164.0,6.0,индивидуальное жилищное строительство,блок,1
3983,4500000,95.0,6.0,индивидуальное жилищное строительство,блок,1
3984,700000,33.0,13.0,индивидуальное жилищное строительство,дерево,1
3985,5800000,182.0,7.0,индивидуальное жилищное строительство,монолит,3
3986,8000000,195.0,13.0,индивидуальное жилищное строительство,блок,2
3987,510000,42.0,3.0,индивидуальное жилищное строительство,дерево,1
